climate_type,role,family,subfamily,metric,label,unit,analysis_tier,source_column,optional,threshold,threshold_direction,threshold_standard,failure_relevant,interpretation,coverage_pct,baseline_value_median,mean_abs_absolute_change,mean_abs_log_ratio_change,mean_abs_standardized_change,mean_abs_temporal_slope,mean_abs_temporal_acceleration,mean_volatility_change,maximum_jump,breach_frequency_pct,failure_probability_pct,relative_stress_percentile,relative_stress_threshold,relative_stress_frequency_pct,relative_stress_use,break_year_count,sustained_failure_year_count,climate_discrimination_score,driver_response_n,driver_response_r2,driver_response_condition_number,driver_response_dominant_driver,driver_response_dominant_abs_beta,driver_response_beta_annual_mean_drybulb_c,driver_response_beta_cdd_18,driver_response_beta_hdd_18,driver_response_beta_maximum_wetbulb_c,driver_response_beta_annual_ghi_kwh_m2,driver_response_beta_heatwave_days,redundancy_max_abs_r,redundancy_scope,redundancy_flag,screening_weight_set,screening_normalization_group,screening_rank_within_role,screening_top_k,screening_review_k,screening_component_coverage,screening_component_slope,screening_component_breach,screening_component_discrimination,screening_component_volatility,screening_component_uniqueness,screening_decision_raw,screening_score,keep_drop_decision,screening_selected_for_analysis,retention_rule
Am,driver,climate_drivers,thermal_shift,annual_mean_drybulb_c,Annual mean dry-bulb temperature,C,main,outdoor_drybulb_c_mean,False,,,,False,,100.0,22.04367860851512,6.421018880070047,0.25563875848972745,5.872032050818215,0.04524312948083005,0.003279640411742153,0.575994475934482,3.744072533037457,,,90.0,28.272315924657665,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.871909211058425,same_subfamily,No,base,driver,3,5,3,1.0,0.00016606844976178674,0.9839638071500142,0.0,0.9981484457070557,0.07759875524221393,Keep,0.44472806180987234,Keep,Yes,Driver block representative retained for thermal_shift
Am,driver,climate_drivers,thermal_shift,summer_mean_drybulb_c,Summer mean dry-bulb temperature,C,main,summer_mean_drybulb_c,False,,,,False,,100.0,29.2676,2.6747999999999976,0.08745317872804097,2.7436442250864905,0.04281764319890636,0.00020096728307254726,0.33836309950111326,1.0373000000000019,,,90.0,31.94185,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.871909211058425,same_subfamily,No,base,driver,4,5,3,1.0,0.0,0.3659274839249336,0.0,1.0,0.07759875524221393,Keep,0.3336268226307095,Keep,Yes,
Am,driver,climate_drivers,demand_background,cdd_18,Cooling degree days,degree-days,main,cdd_18,False,,,,False,,100.0,2882.73,948.5900000000001,0.2844716295095914,2.8183129015275035,14.64815830485304,0.23271180654338577,128.67992852856102,325.2600000000002,,,90.0,3763.94,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.6272244188821819,same_subfamily,No,base,driver,2,5,3,1.0,1.0,0.3806788372795622,0.0,0.0,0.33645317954940623,Keep,0.5021675086652618,Keep,Yes,Driver block representative retained for demand_background
Am,driver,climate_drivers,demand_background,hdd_18,Heating degree days,degree-days,main,hdd_18,False,,,,False,,100.0,51.5,39.78,1.4802850235208238,2.107886900401259,0.47601708817498284,0.003213371266002843,23.321753532699898,67.64,,,90.0,55.995000000000005,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.6272244188821819,same_subfamily,No,base,driver,5,5,3,1.0,0.029660345144391472,0.2403288876831232,0.0,0.8209201332681053,0.33645317954940623,Keep,0.3261150138993673,Keep,Yes,Driver block representative retained for demand_background
Am,driver,climate_drivers,humid_heat_stress,maximum_wetbulb_c,Maximum wet-bulb temperature,C,main,outdoor_wetbulb_c_max,False,,,,False,,100.0,23.824512887977384,6.809031317101109,0.2513806204888933,5.953204351859026,0.043176809802804056,0.004644931497479578,0.8584372258737155,5.1596625606095365,,,90.0,30.63025341518224,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.0,same_subfamily,No,base,driver,1,5,3,1.0,2.4591456797764225e-05,1.0,0.0,0.9959477342774031,1.0,Keep,0.5396006753773718,Keep,Yes,Driver block representative retained for humid_heat_stress
Am,driver,climate_drivers,solar_burden,annual_ghi_kwh_m2,Annual GHI,kWh/m2,main,annual_ghi_kwh_m2,False,,,,False,,100.0,1943.63,82.18000000000006,0.04320160479443158,1.7063051917902,0.21882529049897512,0.021401137980085503,67.04897235450784,185.15999999999985,,,90.0,1954.505,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.2236176426490429,same_subfamily,No,base,driver,6,5,3,1.0,0.01205091010045191,0.16099342913703552,0.0,0.48021041326723835,0.763432718322943,Review,0.316235348827793,Keep,Yes,Driver block representative retained for solar_burden
Am,driver,climate_drivers,solar_burden,peak_ghi_w_m2,Peak GHI,W/m2,main,peak_ghi_w_m2,False,,,,False,,100.0,1234.8,45.09999999999991,0.03720783914552387,0.8913856396400546,0.29831305536568653,0.051027027027027036,74.36925259511189,215.29999999999995,,,90.0,1310.15,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.2236176426490429,same_subfamily,No,base,driver,9,5,3,1.0,0.01749328674253901,0.0,0.0,0.4231729272732695,0.763432718322943,Drop,0.2828589533778306,Drop,No,
Am,driver,climate_drivers,persistence_heatwave,heatwave_days,Heatwave days,days,main,heatwave_days,False,,,,False,,100.0,0.0,14.0,,1.6360887875456809,0.21950786056049212,0.0074822190611664235,6.7974374256447225,29.0,,,90.0,13.5,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.9452602281422335,same_subfamily,Yes,base,driver,8,5,3,1.0,0.01209764437918798,0.14712165532676053,0.0,0.9496727790053814,0.0,Review,0.28435261051036015,Review,No,
Am,driver,climate_drivers,persistence_heatwave,maximum_consecutive_hot_days,Maximum consecutive hot days,days,main,max_consec_hot_days_35c,False,,,,False,,100.0,0.0,7.0,,1.911506104650881,0.10221462747778536,0.003726884779516357,3.192379815887967,20.0,,,90.0,6.0,5.2631578947368425,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.9452602281422335,same_subfamily,Yes,base,driver,7,5,3,1.0,0.004066798964492758,0.2015323983350703,0.0,0.9777623351651855,0.0,Review,0.29502809696830945,Keep,Yes,Driver block representative retained for persistence_heatwave
Am,response,building_responses,habitability,peak_operative_temperature_c,Peak operative temperature,C,main,rep_zone_operative_temp_c_max,False,,,,False,,100.0,26.93723788459444,0.028834110608936925,0.0010709915408895077,0.3378639248176478,4.5568975223466125e-05,0.00011064658636662847,0.12027498124363602,0.2955100063250704,,,90.0,26.938675304197687,10.526315789473685,auxiliary_screening_only,0,0,,76,0.14062518774039667,9.144430999490512,heatwave_days,0.3196434872759929,0.0036865809457012756,0.23804068967661748,-0.1954811659720695,-0.21913229556037878,0.005956679347180612,-0.3196434872759929,0.9999999495016619,same_subfamily,Yes,base,response,7,6,4,1.0,0.0,0.003423687771485498,0.0,1.0,0.0,Review,0.2606162637988674,Review,No,
Am,response,building_responses,habitability,maximum_delta_t_k,Maximum delta_t,K,main,delta_t_max_k,False,,,,False,,100.0,0.9372,0.028800000000000048,0.031211896402237208,0.3374683781422923,4.56842105263158e-05,0.00011060028449502134,0.1202765203354337,0.2955,,,90.0,0.9387,10.526315789473685,auxiliary_screening_only,0,0,,76,0.1406092711347181,9.144430999490512,heatwave_days,0.3196425694410065,0.00374906764320743,0.2379022183110976,-0.1954929104225687,-0.2190839919841558,0.005936680775914168,-0.3196425694410065,0.9999999495016619,same_subfamily,Yes,base,response,8,6,4,1.0,1.0084060233287849e-10,0.0034196795651752284,0.0,0.999999999831864,0.0,Review,0.2606155423291197,Review,No,
Am,response,building_responses,habitability,annual_edh_c_h,Annual EDH,C h,main,annual_edh_c_h,False,300.0,above,EN 16798-1 derived transition screen,True,Severe annual exceedance degree-hour burden above adaptive comfort threshold,100.0,90.0249,430.16020000000003,1.7540984110428894,6.91253741005356,0.9195978099794945,0.4516306571834992,70.01471792314904,453.11120000000005,98.6842105263158,98.6842105263158,,,,,1,1,,76,0.8193908139749828,9.144430999490512,annual_mean_drybulb_c,1.8712424450774954,1.8712424450774954,-1.1762600954990534,-0.1452654026012757,-0.1557102784845051,0.12801572971621844,-0.2648777741948706,0.0840122532654778,same_subfamily,No,base,response,1,6,4,1.0,0.0008046857132000859,1.0,0.0,0.9923644800602173,0.9159877424920428,Keep,0.531028346826394,Keep,Yes,
Am,response,building_responses,habitability,maximum_daily_edh_k_h,Maximum daily EDH,K h,main,daily_edh_max_k_h,False,12.0,above,CIBSE TM52-derived transition screen,True,Severe maximum daily exceedance degree-hour burden,100.0,6.3944,0.8285,0.13876391061086754,0.4472682014623324,0.00779273000683527,0.0029905547652916056,2.6495795663127804,6.694300000000001,0.0,0.0,,,,,0,0,,76,0.04764051973397465,9.144430999490512,maximum_wetbulb_c,0.25584557352637505,-0.14397317180674737,-0.1460424883889724,-0.05309853181333188,0.25584557352637505,-0.06213072428935923,-0.1352567364958842,0.6071945836141958,same_subfamily,No,base,response,5,6,4,1.0,6.779418854104562e-06,0.0,0.0,0.9997236896843268,0.39280538572348533,Keep,0.2992545346013062,Keep,Yes,
Am,response,building_responses,habitability,daily_edh_exceedance_days,Daily EDH exceedance days,days,main,daily_edh_exceed_6kh_count,False,15.0,above,TM52-derived transition screen,True,Annual count of days with severe daily EDH exceedance,100.0,1.0,1.0,,1.607588269658226,0.006794258373205743,0.0007681365576102423,0.8562450324267906,2.0,0.0,0.0,,,,,0,0,,76,0.07547063061810722,9.144430999490512,cdd_18,0.2376374166224979,0.17174900838163884,-0.2376374166224979,-0.0068734126519573256,-0.20011565898556985,-0.12933638968414504,0.003956066873557032,0.6071945836141958,same_subfamily,No,base,response,4,6,4,1.0,5.905672020819972e-06,0.0,0.0,0.9999195999887207,0.39280538572348533,Keep,0.29927391593250563,Keep,Yes,
Am,response,building_responses,operational_adequacy,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,h,main,facility_cooling_setpoint_not_met_occupied_time_total_hours,False,500.0,above,ASHRAE 90.1-derived transition screen,True,Severe occupied cooling unmet load hours,100.0,206.16666666666367,1457.0000000002005,2.0877937914919578,5.340824584104142,11.514937343362211,0.6038786154573859,131.48574416461858,777.3333333332523,98.6842105263158,98.6842105263158,,,,,1,1,,76,0.9866594440442706,9.144430999490512,annual_mean_drybulb_c,0.6941744405932597,0.6941744405932597,0.25633434327960525,0.030068354771339,0.07747786332047316,0.0690245325732522,0.008934121414646522,0.8400293892814042,same_subfamily,No,base,response,2,6,4,1.0,0.010076500808453098,1.0,0.0,0.9856491644095041,0.15997056829850553,Keep,0.4569803334648297,Keep,Yes,Core operational adequacy trigger
Am,response,building_responses,operational_adequacy,heating_unmet_hours,Heating unmet hours,h,main,abups_occupied_heating_not_met_hours,False,400.0,above,ASHRAE 90.1-derived transition screen,True,Severe occupied heating unmet load hours; cold-climate operational adequacy trigger,98.6842105263158,3.0,1.83,0.9416085398584451,0.6832377744674988,0.04925348506401137,0.0026492410218437613,3.5239659104146837,8.33,0.0,0.0,,,,,0,0,,75,0.765694956995884,12208.246389150736,hdd_18,0.9223092173087454,0.02879514559933142,0.08033205933828795,0.9223092173087454,-0.010306927452021374,0.0035176683503297533,0.0011534303220082085,0.7687698948453512,same_subfamily,No,base,response,11,6,4,0.0,4.306107395241763e-05,0.0,0.0,0.9996281685801525,0.23123006633304477,Drop,0.12309615814906831,Keep,Yes,Standard-threshold cold-climate operational adequacy trigger
Am,response,building_responses,operational_adequacy,cooling_peak_demand_kw,Cooling peak demand,kW,main,cooling_electricity_peak_kw,False,,,,False,Operational peak demand diagnostic,98.6842105263158,89.49057,9.76227999999999,0.10353737791902702,1.777693988477899,0.2262392918918919,0.0037534237689744523,3.7510998077577558,11.280819999999991,,,90.0,99.811534,10.666666666666666,auxiliary_screening_only,0,0,,75,0.8753701428610903,12208.246389150736,maximum_wetbulb_c,0.6900130312195355,0.15155785192660834,0.1626285036336943,0.1140702807222453,0.6900130312195355,-0.070649268197875,0.009585144486312591,0.8400293892814042,same_subfamily,No,base,response,12,6,4,0.0,0.0001979385717637945,0.018013965749909377,0.0,0.9996033556575628,0.15997056829850553,Drop,0.11924741148781384,Priority Review,Yes,Peak demand is core operational adequacy evidence
Am,response,building_responses,operational_adequacy,heating_peak_demand_kw,Heating peak demand,kW,main,heating_electricity_peak_kw,False,,,,False,Heating peak demand diagnostic; cold-climate supplementary adequacy,98.6842105263158,20.99627,8.09666,0.48714772454719885,0.8629580704525006,0.13754923783783785,0.005432440429470564,12.310201065580056,39.268119999999996,,,90.0,28.667148000000005,10.666666666666666,auxiliary_screening_only,0,0,,75,0.5845205846801507,12208.246389150736,hdd_18,0.808768589208638,0.08588126563943639,0.13368165454185021,0.808768589208638,-0.15710143521956849,-0.05420193176356921,0.00805324195399033,0.7687698948453512,same_subfamily,No,base,response,10,6,4,0.0,0.00012032729943162346,0.008744641780585339,0.0,0.9986683287001974,0.23123006633304477,Review,0.12459275357569317,Review,No,Cold-climate peak demand supplementary diagnostic
Am,response,building_responses,energy_burden,annual_cooling_electricity_kwh,Annual cooling electricity,kWh,supporting,cooling_electricity_annual_kwh,False,,,,False,,98.6842105263158,220586.1111111288,68969.44444444994,0.27205903511632534,2.6779424200118216,1142.74711553668,19.53560409724955,9153.975348784377,27483.333333335497,,,90.0,285375.5555555784,10.666666666666666,auxiliary_screening_only,0,0,,75,0.9950766580104244,12208.246389150736,cdd_18,0.4815773384927832,0.46125526817749285,0.4815773384927832,0.06898627427123011,0.0846715251473064,0.010172866353792054,0.031226958047970984,0.567478577864868,same_subfamily,No,base,response,6,6,4,0.0,1.0,0.027136483189453123,0.0,0.0,0.43252139347840546,Keep,0.2881367063219421,Keep,Yes,
Am,response,building_responses,energy_burden,annual_heating_electricity_kwh,Annual heating electricity,kWh,supporting,heating_electricity_annual_kwh,False,,,,False,,98.6842105263158,158.333333333346,116.666666666676,1.3350010667323402,1.3094384473561491,2.109056424846067,0.08457772841335169,114.45246287499513,308.33333333335804,,,90.0,266.1111111111326,10.666666666666666,auxiliary_screening_only,0,0,,75,0.9462203982682943,12208.246389150736,hdd_18,0.9412848084953076,-0.045534079678903515,0.005801196700276258,0.9412848084953076,0.0337054192996617,-0.06643115094552413,-0.02963332184941609,0.567478577864868,same_subfamily,No,base,response,9,6,4,0.0,0.0018455622519604853,0.01326897626654231,0.0,0.98750994122455,0.43252139347840546,Review,0.1448344841387437,Review,No,
Am,response,building_responses,durability,indoor_rh_max_pct,Indoor RH max,%,supplementary,rep_zone_rh_pct_max,False,,,,False,Bulk zone RH diagnostic; not a full moisture-risk model,100.0,50.92491298093829,1.5059745863416367,0.029143621713665788,1.377444214338081,0.020302631095647176,0.0005654817328654563,1.3485761771534521,6.300746742574226,,,90.0,52.448354197047976,10.526315789473685,auxiliary_screening_only,0,0,,76,0.3556985172894481,9.144430999490512,maximum_wetbulb_c,0.43416439317525185,-0.4237675446510643,0.3127822988523385,0.1631285359544529,0.43416439317525185,-0.05822798704434891,0.3780037719632395,0.0,same_subfamily,No,base,response,3,6,4,1.0,1.77266366747247e-05,0.01395810137195922,0.0,0.9998658159664965,1.0,Keep,0.36250329423640426,Supplementary,No,Supplementary only; current data are not sufficient for main durability analysis
BWh,driver,climate_drivers,thermal_shift,annual_mean_drybulb_c,Annual mean dry-bulb temperature,C,main,outdoor_drybulb_c_mean,False,,,,False,,100.0,25.09520738203949,4.585328196346676,0.16781457627865104,3.1769599826101604,0.058999761883955185,0.0011605594419215235,0.8893268546499216,2.0369206621001723,,,90.0,28.679108637747568,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.8590799245581918,same_subfamily,No,base,driver,4,5,3,1.0,0.0034728542953417316,0.9440452936435538,0.0,0.9964788158118227,0.007573669409586703,Keep,0.43116688640886264,Keep,Yes,Driver block representative retained for thermal_shift
BWh,driver,climate_drivers,thermal_shift,summer_mean_drybulb_c,Summer mean dry-bulb temperature,C,main,summer_mean_drybulb_c,False,,,,False,,100.0,35.6494,3.2028999999999996,0.08603496069634202,2.0468771155105343,0.05850079835953522,0.0004920682788051208,1.233937005511852,3.254399999999997,,,90.0,39.303250000000006,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.8590799245581918,same_subfamily,No,base,driver,6,5,3,1.0,0.003443484217163976,0.5701571722048275,0.0,0.9951143727974733,0.007573669409586703,Review,0.3637235314296943,Review,No,
BWh,driver,climate_drivers,demand_background,cdd_18,Cooling degree days,degree-days,main,cdd_18,False,,,,False,,100.0,3069.25,1350.1800000000003,0.36457749641881415,3.235234135280646,16.988838824333563,0.3771078236130873,252.56470753104054,611.0799999999999,,,90.0,4155.549999999999,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.865635965187571,same_subfamily,No,base,driver,1,5,3,1.0,1.0,0.963325307618388,0.0,0.0,0.0,Keep,0.5733985553713098,Keep,Yes,Driver block representative retained for demand_background
BWh,driver,climate_drivers,demand_background,hdd_18,Heating degree days,degree-days,main,hdd_18,False,,,,False,,100.0,479.37,323.22,1.1216556580903192,2.6419653016627347,4.545963362952836,0.046533143669985705,101.42818382073759,301.46,,,90.0,505.775,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.865635965187571,same_subfamily,No,base,driver,5,5,3,1.0,0.267585289963522,0.7670422064694965,0.0,0.5984071376707614,0.0,Keep,0.42212878052283076,Keep,Yes,Driver block representative retained for demand_background
BWh,driver,climate_drivers,humid_heat_stress,maximum_wetbulb_c,Maximum wet-bulb temperature,C,main,outdoor_wetbulb_c_max,False,,,,False,,100.0,26.32476457543282,1.9174760632203771,0.07030863722953744,2.1255794426929504,0.02777123179685855,3.803404617324872e-05,0.9708016109009822,2.346491463600252,,,90.0,28.435089362881044,10.526315789473685,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.0,same_subfamily,No,base,driver,3,5,3,1.0,0.0016346750995766162,0.5961958514201062,0.0,0.9961562261790607,1.0,Keep,0.4673231978974236,Keep,Yes,Driver block representative retained for humid_heat_stress
BWh,driver,climate_drivers,solar_burden,annual_ghi_kwh_m2,Annual GHI,kWh/m2,main,annual_ghi_kwh_m2,False,,,,False,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,90.0,0.0,0.0,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.0,same_subfamily,No,base,driver,7,5,3,1.0,0.0,0.0,0.0,1.0,1.0,Review,0.36,Keep,Yes,Driver block representative retained for solar_burden
BWh,driver,climate_drivers,solar_burden,peak_ghi_w_m2,Peak GHI,W/m2,main,peak_ghi_w_m2,False,,,,False,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,90.0,0.0,0.0,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.0,same_subfamily,No,base,driver,8,5,3,1.0,0.0,0.0,0.0,1.0,1.0,Review,0.36,Review,No,
BWh,driver,climate_drivers,persistence_heatwave,heatwave_days,Heatwave days,days,main,heatwave_days,False,,,,False,,100.0,135.0,53.0,0.33116718439151976,3.346083983510984,0.541038961038961,0.011578947368421057,15.066761061651201,38.0,,,90.0,176.0,9.210526315789474,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.4016122774987495,same_subfamily,No,base,driver,2,5,3,1.0,0.03184672988150412,1.0,0.0,0.940344946810118,0.5360494553715478,Keep,0.4952826553897276,Keep,Yes,Driver block representative retained for persistence_heatwave
BWh,driver,climate_drivers,persistence_heatwave,maximum_consecutive_hot_days,Maximum consecutive hot days,days,main,max_consec_hot_days_35c,False,,,,False,,100.0,75.0,10.0,0.125163142954006,0.3235678823012083,0.711825017088175,0.04432432432432436,38.41920815888265,120.0,,,90.0,139.0,7.894736842105263,auxiliary_screening_only,0,0,,,,,,,,,,,,,0.4016122774987495,same_subfamily,No,base,driver,9,5,3,1.0,0.04189956856077823,0.0,0.0,0.8478837026184236,0.5360494553715478,Drop,0.3084492122535839,Drop,No,
BWh,response,building_responses,habitability,peak_operative_temperature_c,Peak operative temperature,C,main,rep_zone_operative_temp_c_max,False,,,,False,,100.0,27.0109497484852,0.04779753442861434,0.0017711289372244188,2.2474721334861214,0.0001516610078946036,2.1881500452691067e-05,0.0319603557842003,0.09458382220575601,,,90.0,27.004594926225987,10.526315789473685,auxiliary_screening_only,0,0,,76,0.05453630306871693,16607.00514118503,hdd_18,0.3232338291284154,-0.1766906573487266,-0.31614470149339463,-0.3232338291284154,-0.0958271706767601,,0.1334646762295537,0.9999990387819304,same_subfamily,Yes,base,response,11,6,4,1.0,1.2879284494897064e-10,0.022474721334861215,0.0,0.999999999891172,0.0,Drop,0.26404544986030254,Drop,No,
